"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"0ca9d24026495d58c4eca9f658b2519d"	"Animalia"	"Rotifera"	"Bdelloidea"	"Adinetida"	"Adinetidae"	"Adineta"	""
"0cc9b70be4aaf86f8dc763af86436570"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Syrphidae"	""	""
"0cdb8b05f0216eb5eb62af8ac6dab607"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0ce0eec20ff630c21941fb0c3cce0c16"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Aphididae"	"Illinoia"	""
"0ce4cf85dbf4e61663d66316dda1fcb2"	"Animalia"	""	""	""	""	""	""
"0ce9cdfc1849a6f5b2b3b637049822b6"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"0cea1f2e2ed8f7fb6d199dcf8dca5923"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0cf80a452e7c6f50de886e1412648960"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0cf83adbf95f79cd26471a3b60a5a744"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"0cfdae34ce5763bea02892e48551f28b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0d17ca0fbe34b1e4272598986b5172dc"	"Animalia"	""	""	""	""	""	""
"0d1fdd6911322721cffcd2729fa13161"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0d269be10c0376a4cb8533525154ae7c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0d3355bda7d2226a0321b6548a32f730"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0d44ad67e9116286a3550289d84013a4"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0d4bbad31c4156683f24685565456225"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0d515ef58657437ce5b93bd86e07b224"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0d5853a02fd7bdb273171f6454413f42"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0d588bfe337e27326811410be99de241"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0d62442d3292aa823083580a1c96546a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0d8436b4da198df811ddcfac13ae36d9"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0d985a973ad34db1d0e86ac829948aa2"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"0db85805f391950aed8fa95958f9bd98"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0dbda4f25af7d88c90a87d2a3434f33b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0de3c1c457ccd51b9b03333ddf3ecbd2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0ded808115387f342420cc60c5099bb6"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e0011a1cc861fccbeda5c571b9fc842"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"0e018bef93f5a222f8606a32c7993c1a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e081e324b18a924925c7d041dd5b6d4"	"Animalia"	"Arthropoda"	"Insecta"	"Thysanoptera"	"Thripidae"	"Neohydatothrips"	""
"0e0c52100b4f3071a71806687d5c190e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0e0d83e97c269a0cfc3392dddd5ee8e0"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0e35a0fd7e6524e9272a677e4566d7c5"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"0e3a4d6e13998bb3c5ca0bc220b67c2f"	"Animalia"	""	""	""	""	""	""
"0e472ea29a02b99213f2aede086f6949"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"0e5ae8714fb2a3ec4a4ae7d4af2b7493"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Braconidae"	"Aphidius"	"Aphidius ericaphidis"
"0e5bce8422944476df450b9003bcf5ae"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0e5dde6699ef00fe5ff91983d97935d3"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e66f5ac3d578b01be801471e65be4c1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e69b3218535b686780f38298278a6d3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0e7dc0ae329fef88a430063503025ba4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e84d3d10a13d5033316335f79998bf7"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0e939a08fe3e3ec7843981d81fa55304"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0ebd12ce9c7fe191dbf757b84029c0ac"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0ebdb3c6f84c916fb088dff105acab38"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0ebdc71e23cf4a2a1eb345550f7dc3e3"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"0f0b9cf885997851ef17e19b53db4373"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"0f12636d7adc3904a9c554d5e61fa85e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"0f15ec0dbee8e2fb3913f2a00af08a1c"	"Animalia"	"Mollusca"	"Gastropoda"	""	""	""	""
"0f1981c6ecc5456849d24a0e93b04140"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f2cbb5dd519de53aeb97eff060a2fb7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Sciaridae"	""	"SciaIntGen spAAM9243"
"0f2e7f9963619517569110cbe503efa2"	"Animalia"	"Arthropoda"	"Insecta"	"Thysanoptera"	""	""	""
"0f3b5f00e75f11967e7598ffa4aee39b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f66fd2892d76ff67038c4faffaa3014"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Tetragnathidae"	"Tetragnatha"	"Tetragnatha brevignatha"
"0f6e019e612a6b6f0c2ab527aa6c4700"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f78bc5e5b1994753a6956453db25fb9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f7b2697e67844b05863ddd796043d54"	"Animalia"	"Arthropoda"	"Insecta"	"Psocodea"	""	""	""
"0f7b3d89271260286fec22cfcacce40e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f8c07fe9eaf2d25fabd70b9c4493a81"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0f9a3bd7f9a6d6ede08ff4cc34453e30"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0fa593003ef3dfab51b95e0d8de4060d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0fbceef09a755cee2b12c962643c5f32"	"Animalia"	"Arthropoda"	""	""	""	""	""
"0fc96b12ebf08eeb14bdb073718ec577"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"0feb5a3fd88d10e5f2b78808734b538c"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"0ffcaaa49508845d38038eea07c027fa"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"100b904a912b09d387f8240bd0c7d0f4"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	""	""
"1051391279f063418e4259f7fe741f3e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"105597be163855490fab341ae0c66c65"	"Animalia"	"Arthropoda"	""	""	""	""	""
"10619a0fce8960f4dbab5d3c2b8ccc9f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1070a5a161a2860a69066eaf80f01f68"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1078a9da40cbacbdfb3d2e528a33fedd"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"107a23c29d68adc6c9a4414ed3374ec5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"107fba388b2089b169f4435f6ddb4a8a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"108b04c21d94d7dea14cda4f2d562522"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"108c597ec53201a00dd2f247e16dd58e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1092abf6df3c5e52f651b9146b4f5dbe"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"10a90de16606a80ce5fa42a9b1ec0b27"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"10aa6fd73c18b0c4743bac4994a782e2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"10b84d4a56e90b85913cfb06fd80e464"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"10bdc477c63313cfd290e64964ef2a12"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"10c8a6b41dd600c417d85ff3888d7ee5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"10cccdd29d6d90d9f7da0f7a8cb01a4e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"10f026003406c9b8226c356314ec5546"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"10f2ad943604d436409c211fea347cb5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Crambidae"	""	""
"110355ca3c7b6431af177703295e255a"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"110fee1032f3502587f6ac4a84a7aa5e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"113673b809732121f85b611fc3615728"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Miridae"	"Taylorilygus"	"Taylorilygus apicalis"
"11501b3d340f3b23ff1c5b4d1e1b48cd"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1164f56322876d7cc4001bfa28c814e5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1169ee73d6bab36761cea6d06d8e2bfc"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"116f5541baa712ee68eb993670a693db"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Drosophilidae"	""	""
"117229fc1ebd0639e179f5c72a694e24"	"Animalia"	"Arthropoda"	""	""	""	""	""
"117328860120f8ecef3e311a2f2fa79d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"11c1d2615ab804291b407a715c75bfa2"	"Animalia"	"Arthropoda"	""	""	""	""	""
"11ce8948eabeffb8f3a232718ff95b3d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"11da341b623706bcccd7571b1f664839"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"11ed97cef3cd6231b70cd05885c7ebea"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"11f903e71673a003c48d8eef892233db"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	""	""
"11fef80f767ceea2e021a9eccb358793"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Braconidae"	"Meteorus"	"Meteorus pulchricornis"
"122630d62b8c49298d7ff3925a32318a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"12340b8a75bc3ddeb22c10680fcdbb0e"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1236850f8790b8420386e5efcd5223d9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"124b3f4a40d44170c77dec297850203b"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"124c16a7390628ef0f817074cb1d6588"	"Animalia"	"Chordata"	"Aves"	"Passeriformes"	""	""	""
"126760c7ea5e7650710f07ca209c7e71"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Noctuidae"	""	""
"127ad152d292ee385ad4ffaff409abf4"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"12b179880e3008fd2bf4bc672e9d28e5"	"Animalia"	"Arthropoda"	""	""	""	""	""
"12ba68f422df631ccc1185ce972bd349"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"12bf56dafcfa72ecef0e640f2c34e89e"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"12d2825493ce5e3a458b9e1a3c651c0d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Tineidae"	"Opogona"	"Opogona omoscopa"
"12dc36356022244577ca88e8ac97044f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"12f6d44da31a83a52f0d3e5b69843a71"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"12f8fbdf1dbc1f923e6d028d34f6ab1f"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"12fb93ab398dfb43e809bc86108948f1"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"1304c64c9239e7902d3a2527c7f8a395"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"130ad5a0308603c7b4b58ac8f2c79710"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"130f18bbdb19c5ea967a7e663d952bfd"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"130febd7d12116262bcb7f22c6ccfc33"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1320eb1559792a3a6d19488e1e434013"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"132bc44f035ae71824354dcb66ee531d"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"13747e6b26073777d960b32073e65674"	"Animalia"	"Arthropoda"	""	""	""	""	""
"137ba9e06062608eda94c44492682290"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"137dcd22c76afdac184a00d73b0293b4"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1389ddf9bf8a3d45dbf1390fc7738608"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1397c062dee5874f0e22a86854ab3837"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	""	""	""
"13a016df07f28d18baafe3f036746d1f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"13b778b623fa2f90eda3c8b203179e07"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"13d6592f25708099f471bf008b4a24a0"	"Animalia"	""	""	""	""	""	""
"13ff1446ab3807ec1aa24a585a4ad58d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1407d04cd358f438ac091121a1367275"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"14164eb1d040683336097f447f032203"	"Animalia"	"Arthropoda"	""	""	""	""	""
"142397a3d1611e5c61f57485e5a3c5ea"	"Animalia"	"Mollusca"	"Gastropoda"	"Stylommatophora"	""	""	""
"142431c8cadbfd9ff7535ee73d6bef86"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1426902fc4946c79001853f07f19749e"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"1433fd341639251a8891432888407f7f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"146af4e75bf2de218185b9fad6761181"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"146c1018550b4747f9d76ee0fd83cfa3"	"Animalia"	"Arthropoda"	""	""	""	""	""
"146f782d97e0d60869c88b90594385df"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"147351944c4287dc4e676b300684f133"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"147a432c54645d9c923d1d8161764d5d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1485f5c1deafd6383c9886d70d940b6b"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"148deb625d225dad1083c0478e8316ed"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1495bb9ea00b6967d92da652157e10b8"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"14a8fd3c5dc61da47573b2e05ec71266"	"Animalia"	"Arthropoda"	""	""	""	""	""
"14ab709e7b4e6a588981fd9b15c2ed08"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"14ad7cef44627f440a1404d85ce0ddb1"	"Animalia"	"Arthropoda"	""	""	""	""	""
"14c7b3a73b34e1b28cd8cb62994f72d7"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	""	""
"14d0a438e6892d86b985565b1076563f"	"Animalia"	""	""	""	""	""	""
"14d3a244bf80f502879ed8a430d42cea"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Delphacidae"	""	""
"14f8e675c9cd70dc79b9adb15854fb1a"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"150d700743afca56aea098e9be150a7a"	"Animalia"	"Arthropoda"	"Insecta"	"Hymenoptera"	"Ichneumonidae"	"Diplazon"	"Diplazon laetatorius"
"152f6f740bc08d74e7dbe6aac5bb121f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1558c264e1da2c734c454f3471b195e5"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"157896a964f78e5b2dbb23cc7f68411e"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"15845ab85ef8a51c78aed817174c5b66"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"158eb6d83e901535eb07d377b21dc94f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"15a6540f9a77a0e69a40211165dfba4e"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"15b2754ec6de1a1d1b5c1fc31df89d6a"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"15b8460d6e121c43e96de5b5a744fb36"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"15c38028d1026770c1564faac030f9c4"	"Animalia"	"Arthropoda"	""	""	""	""	""
"15cc8d5fa0badcb5b19867e3a82df668"	"Animalia"	"Arthropoda"	""	""	""	""	""
"160ba636488d8243bd16daee70eaaac9"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"160c77f3a6cbd253202ba8ffd36347d0"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Theridiidae"	""	""
"16122472e9e292626c35095c0ec3f180"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1613e8c536e5c46073e5423488a1004c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1614e6797a4cf14fe35bae074b8028c6"	"Animalia"	"Arthropoda"	"Insecta"	"Coleoptera"	""	""	""
"1616885c287d6aa105993eff3641c9e5"	"Animalia"	"Mollusca"	"Gastropoda"	""	""	""	""
"162567830f8cac99ca8ae236bae3ff2d"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"16355413994eb8c481ac77b287324571"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Miridae"	""	""
"165c0006b848d0cd88e4c1f1488e6b6c"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"166762977a4565a6e3618c869e9a1fda"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"166aa206f89e133fb6f2f5aff079cd8b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"166eb9d71a8d21d5dc38e34c971f0fca"	"Animalia"	"Arthropoda"	""	""	""	""	""
"16709fac972a08e747d5cb4b7f256e2b"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1677a844f6ef585ab5a322e7711414a1"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1680344b34c6e96f7f65fce9de0f91d9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"168309f2e87be75124c5aaa0ac65c946"	"Animalia"	"Arthropoda"	""	""	""	""	""
"16923e602ffdf42d9da274a3f9f97def"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"16972b181104e12f4e871383ed756562"	"Animalia"	"Tardigrada"	"Eutardigrada"	"Parachaela"	"Hypsibiidae"	"Diphascon"	"Diphascon pingue"
"16986d3e26e2155c4194e1fc4f1a6d9b"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	"Psyllidae"	""	""
"16a94b7a74cf17d85f7dd1e169f7b29f"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	"Pterophoridae"	"Lioptilodes"	""
"16e88b2e35c6d2845f72ea5028221c60"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"16f4db95cb05d9396209de424101341d"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"16f798ac10ea05c92f80d692e832c09f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1709e1da32db09899043456329d83804"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1712d08a991e97c2a021ea3c9bd6332c"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1731e1068a87ea2c9532f2912b25c6dd"	"Animalia"	"Arthropoda"	""	""	""	""	""
"176f0bd1893f790af685e3eedec4f82c"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1771410431a8c787c7d914f826e8af70"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"1775ea6c5774dfc055659f67ceeab760"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1789cea965daf5c7a110460c4c5ef105"	"Animalia"	"Arthropoda"	""	""	""	""	""
"179c9c2f7ef4658f629237b7084a1d61"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"17ab38c375304db3b06c2da5c137a65f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"17c0afe68cfdee76bb2783ed9d8fabb5"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"17d2a85a511c460d17819369e30ec9c5"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	"Philodromidae"	""	""
"17d8594ac46271d9b99d841cb37da3cb"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"17de0d8e1e1da6150ab293d7c18ec8f2"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"17e9dccb98fcea389f909cc09abde1b1"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"17f5e126db8e65aea269f14cc889da82"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"17f8699d84d9d78cf4d415e0e1d1a3f2"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1804787e9c6a2ddb98984096fb646882"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"181061cc6d6411269f08c6ee60491928"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"181a6c32fbe7f4bb0efcbb82b43fa6e1"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"182b33f36d621d4bbfbf0ef3aaae3d2b"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"182dde2c867ab05b93b62425b811cacf"	"Animalia"	""	""	""	""	""	""
"183262bb491616d63bbea191169a9e4d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1833ec83a3458b8766d3c13bb18f7f8c"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1840b3afe8b06cb76646891b19ffe25a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1841132ef2ba8678b685add81cb53e89"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"18433da97c845a21659851c2fbb0bb1d"	"Animalia"	"Arthropoda"	"Arachnida"	""	""	""	""
"184f1b87216b496dbb3cd0b9e39c291a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1851c88e17f7d18567b1fa5792a1df98"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1868589b813017a0f20797a99663c6a4"	"Animalia"	"Arthropoda"	"Arachnida"	"Araneae"	""	""	""
"1887a598fbdf5eb4db0f718b4660425a"	"Animalia"	"Arthropoda"	""	""	""	""	""
"188c6498b924142a19b96f3fb7d3bc4d"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"18963f90dea63559b831060290c6bf28"	"Animalia"	""	""	""	""	""	""
"18981c03043c244489bee275e762b023"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"18cfe284d7dbc3d3388442a3133ccbe6"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"18d06fc5eed9b80a16c0f16c63306f75"	"Animalia"	"Arthropoda"	"Collembola"	"Entomobryomorpha"	"Isotomidae"	""	""
"18d5c45520531148b61d8354b5e55f3a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"192cc4d8575fc3e10a83774c87859d00"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"19394d1df3668b5c2f9ef336a949c750"	"Animalia"	"Arthropoda"	""	""	""	""	""
"193b41d18c1992621cd382089eb51e1f"	"Animalia"	"Arthropoda"	""	""	""	""	""
"19655a1d8615ab39097d96faa1256995"	"Animalia"	"Arthropoda"	""	""	""	""	""
"196e98707dc68fd681e572cb3d770c7b"	"Animalia"	"Arthropoda"	"Insecta"	"Hemiptera"	""	""	""
"198069c462069e1011659cba361c52c3"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"19b147c0ee1c739ea9d2541fe2cbfcc9"	"Animalia"	"Arthropoda"	""	""	""	""	""
"19b9d6741a6ff65b24954acce36d61ad"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"19d59036233931a1cc1bb856d41e89fa"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"19d83c5a987fe57baa0cb792f6e4a1f0"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"19e156be71bde4544ae423a4cc3adff2"	"Animalia"	"Arthropoda"	"Insecta"	""	""	""	""
"1a0ebe11fb00c0c9c573687f25437ce3"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1a0ffe12e474f973c99ae7ad07bc9b22"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1a221e247eeddd2bee722fee07ffa6a1"	"Animalia"	""	""	""	""	""	""
"1a2f4151402ca196381a80928b735ae2"	"Animalia"	"Arthropoda"	"Insecta"	"Diptera"	""	""	""
"1a306c6819b5f8b4347299a3b30b2f81"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
"1a40c374b0633900de4bad67aa4f6f9d"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1a42204cd79de2172e5ce4fec04ff268"	"Animalia"	"Arthropoda"	""	""	""	""	""
"1a43b3aa3f58da81f072d4ec063ab86a"	"Animalia"	"Arthropoda"	"Insecta"	"Lepidoptera"	""	""	""
